Type;Rarity;Name;Description
Item;Tier 4 - Legendary;Baba Yaga's Mortar and Pestle;Any potion made using Baba Yaga's Mortar and Pestle automatically upgrade to the superior Tier (max Tier 3).
Item;Tier 4 - Legendary;Cloak of Invisibility;Once per Long Rest, this cloak makes you invisible for a maximum of 2 hours.
Item;Tier 4 - Legendary;Shepherd's Crook;A weather-worn crook that is said to repel evil. Once per Long Rest, when you plant the Crook in the ground, you can summon a warm, weather and attack proof protective circle that will extend to Close range for 8 hours. Every creature of your choosing can enter and exit at will. As long as the circle is active, no enemy can attack you or enter.
Item;Tier 4 - Legendary;Demonomicon of Iggwilv;A cursed grimoire written by one of the highest demon of the Circles Below that can only be destroyed in the Circles. You can mark Stress or Hit Points to increase the power of the spell you cast, either increasing the number of targets or the number of dices.
Item;Tier 4 - Legendary;Golden Scarab of Protection;A small pendant in the shape of a scarab that grants +2 to Evasion (only one at a time)
Item;Tier 4 - Legendary;Harp of Gilded Plenty;A sentient harp that will play for you on a successful Presence Roll (20). The song takes one hour and grant the benefits of a Long Rest and advantage on all Presence Roll for the day.
Item;Tier 4 - Legendary;Helm of Perfect Potential;While wearing the Helm, you have advantage on Presence and Dexterity Roll.
Item;Tier 4 - Legendary;Platinum Scarf;A scarf intertwined with platinum thread. While wearing it, you an your allies withing Very Close range gain resistance to magical damage.
Item;Tier 4 - Legendary;Ring of Elemental Command;A ring that is linked to one given element. Once per rest, you can make a Knowledge Roll (20) and control up to 1 cubic meter of that element in Far range.
Item;Tier 4 - Legendary;Ring of Invisibility;Once per Long Rest you become invisible until the ring is removed, or you attack or cast a spell.
Item;Tier 4 - Legendary;Ring of Spell Turning;Wearing the ring gives you advantage on Reaction Roll against spells.
Item;Tier 4 - Legendary;Robe of the Archmagi;A robe that was worn by an legendary Archmagi. You have advantge on all Spellcasting Roll and Reaction Roll to spells. Spellcast specifically against you are rolled at disadvantage.
Item;Tier 4 - Legendary;Ruby Weave Gem;You can attach this gem to a non-magical weapon, allowing you to ignite the weapon and inflicting magical damage instead of physical.
Item;Tier 4 - Legendary;Tome of the Stilled Tongue;A magic tome that is used during some ceremony. Secrets swore over this tome cannot be shared no matter what.
Item;Tier 4 - Legendary;Universal Solvent;A solvent that will dissolve anything. Has to be maintain in a constant state of levitation.
Item;Tier 3 - Rare;Paragon's Chain ;As a downtime move, you can meditate on an ideal or principle you hold dear and focus your will into this chain. Once per long rest, you can spend a Hope to roll a d20 as your Hope Die for rolls that directly align with that principle. 
Item;Tier 3 - Rare;Elusive Amulet ;Once per long rest, you can activate this amulet to become Hidden until you move. While Hidden in this way, you remain unseen even if an adversary moves to where they would normally see you. 
Item;Tier 3 - Rare;Hopekeeper Locket ;During a long rest, if you have 6 Hope, you can spend a Hope to imbue this locket with your bountiful resolve. When you have 0 Hope, you can use the locket to immediately gain a Hope. The locket must be re-imbued before it can be used this way again. 
Item;Tier 3 - Rare;Infinite Bag ;When you store items in this bag, they are kept in a pocket dimension that never runs out of space. You can retrieve an item at any time. 
Item;Tier 3 - Rare;Stride Relic ;You gain a +1 bonus to your Agility. You can only carry one relic. 
Item;Tier 3 - Rare;Bolster Relic ;You gain a +1 bonus to your Strength. You can only carry one relic. 
Item;Tier 3 - Rare;Control Relic ;You gain a +1 bonus to your Finesse. You can only carry one relic. 
Item;Tier 3 - Rare;Attune Relic ;You gain a +1 bonus to your Instinct. You can only carry one relic. 
Item;Tier 3 - Rare;Charm Relic ;You gain a +1 bonus to your Presence. You can only carry one relic. 
Item;Tier 3 - Rare;Enlighten Relic ;You gain a +1 bonus to your Knowledge. You can only carry one relic. 
Item;Tier 3 - Rare;Honing Relic ;You gain a +1 bonus to an Experience of your choice. You can only carry one relic. 
Item;Tier 3 - Rare;Flickerfly Pendant ;While you carry this pendant, your weapons with a Melee range that deal physical damage have a gossamer sheen and can attack targets within Very Close range. 
Item;Tier 3 - Rare;Amethyst Lodestone;Make a Strength Roll to throw the Lodestone to Far range. Every metallic object in Close Range is getting pulled toward the stone. If a creature wears an armor or a weapon, they must succeed a Strength Roll(18) to escape the magnetic pull.
Item;Tier 3 - Rare;Astromancy Archive;The book contains 6 Valor spells up to Tier 3. Each spells can be used once.
Item;Tier 3 - Rare;Belt of Dwarvenkind;While wearing this Belt, you can mark 2 Stress instead of marking a Hit Point from Minor Damages.
Item;Tier 3 - Rare;Boots of Speed;While wearing these Boots, you can mark a Stress once per rest to get +1 on your Agility Rolls.
Item;Tier 3 - Rare;Bowl of Commanding Water Elementals;An enchanted, rune-carved bowl. You can spend 3 Hopes to control a Greater Water Elemental
Item;Tier 3 - Rare;Bracers of Defense;This bracers increase the potency of your Armor. Increase your Thresholds by one.
Item;Tier 3 - Rare;Brazier of Commanding Fire Elementals;An enchanted, rune-carved brasier. You can spend 3 Hopes to control a Greater Fire Elemental
Item;Tier 3 - Rare;Carpet of Flying;A magic flying carpet able to hold up to 4 medium size people.
Item;Tier 3 - Rare;Censer of Controlling Air Elementals;An enchanted, rune-carved censer. You can spend 3 Hopes to control a Greater Air Elemental
Item;Tier 3 - Rare;Chime of Opening;Make a Knowledge or Instinct Roll when ringing the chime near a magical lock to unlock it.
Item;Tier 3 - Rare;Cloak of Displacement;Creatures have disadvantage on attack against you until you mark damage.
Item;Tier 3 - Rare;Crystal Ball;You can spend 2 Hopes to make a Knowledge or Instinct Roll. On a success, you can see any creature that you know of, no matter where they are.
Item;Tier 3 - Rare;Cube of Force;A 10-inches cube that expand to a 10-foot magical barrier for 1 hour. The cube can be broken with a Strength Roll(20).
Item;Tier 3 - Rare;Dimensional Shackles;Shackles that are linked to a totem and completely lock a creature to a place in every dimension. The creature cannot move further than Close to Far range from the totem. They cannot change plane either by any means.
Item;Tier 3 - Rare;Far Realm Shard;Make a Finesse Roll to throw this shard up to Far range. Creature within Very Close range must make an Agility Reaction rolls or take 3d6 magic damage and are Frightened. When Frightened, they have disadvantage on attack roll and must mark a Stress when taking action other than running away.
Item;Tier 3 - Rare;Folding Boat;An entire boat that can hold up to 6 people and can be folded to fit into a pocket, weighing near nothing.
Item;Tier 3 - Rare;Horn of Blasting;You can mark 3 Stress to blow this horn and force all creatures in Close range in front of you to do a Strength Roll. On a fail, they take 5d6 direct physical damage and are blasted to Far range. On a success, they take half damage.
Item;Tier 3 - Rare;Horn of Valhalla;A Horn that can summon the spirit of dead warriors to fight (Spectral Guardian, Archer, Captain) once a day on a Presence Roll (20). The spirit dissipates once the fight is over.
Item;Tier 3 - Rare;Libram of Souls and Flesh;The book contains 7 Codex spells up to Tier 3. Each spells can be used once.
Item;Tier 3 - Rare;Mantle of Spell Resistance;Gives resistance to magical damage
Item;Tier 3 - Rare;Portable Hole;A hole you can carry with yourself. When putting it on a flat surface, it creates a cylindrical hole up to 6 feet deep.
Item;Tier 3 - Rare;Ring of Amity;You can spend a Hope to cast Deft Deceiver
Item;Tier 3 - Rare;Ring of Animal Influence;You can spend a Hope to cast Nature's Tongue
Item;Tier 3 - Rare;Ring of Evasion;Grant a +1 bonus to your Evasion
Item;Tier 3 - Rare;Ring of Feather Falling;No damage from falling.
Item;Tier 3 - Rare;Ring of Poison Resistance;Resistance to poison.
Item;Tier 3 - Rare;Ring of Protection;Grant a +1 bonus to your Armor Base Score
Item;Tier 3 - Rare;Ring of Regeneration;Once per short rest, you can clear 1d4 Hit Points
Item;Tier 3 - Rare;Ring of Resistance;Resistance to one damage type.
Item;Tier 3 - Rare;Ring of Telekinesis;Cast telekinesis.
Item;Tier 3 - Rare;Ring of the Ram;When attacking, you can mark 2 Stress to get +2 bonus and deal an additional 1d10 damage.
Item;Tier 3 - Rare;Rogue's Mantle;Once per Rest, you can spend a Hope to use Phantom Retreat.
Item;Tier 3 - Rare;Sanctum Amulet;3 times per rest, you can spend a Hope to cast Final Words.
Item;Tier 3 - Rare;Stone of Controlling Earth Elementals;An enchanted, rune-carved stone. You can spend 3 Hopes to control a Greater Earth Elemental
Item;Tier 3 - Rare;War Horn of Valor;"Once per Rest, you can spend a Hope and blow into this horn to give the effect of ""Valor-Touched"" to ally at Close Range."
Item;Tier 3 - Rare;Wayfarer's Boots;A pair of magical boots that ignore difficult terrain.
Item;Tier 2 - Uncommon;Bloodstone ;You can attach this stone to a weapon that doesn't already have a feature. The weapon gains the following feature. Brutal: When you roll the maximum value on a damage die, roll an additional damage die. 
Item;Tier 2 - Uncommon;Greatstone ;You can attach this stone to a weapon that doesn't already have a feature. The weapon gains the following feature. Powerful: On a successful attack, roll an additional damage die and discard the lowest result. 
Item;Tier 2 - Uncommon;Glider ;While falling, you can mark a Stress to deploy this small parachute and glide safely to the ground. 
Item;Tier 2 - Uncommon;Ring of Silence ;Spend a Hope to activate this ring. Your footsteps are silent until your next rest. 
Item;Tier 2 - Uncommon;Calming Pendant ;When you would mark your last Stress, roll a d6. On a result of 5 or higher, don't mark it. 
Item;Tier 2 - Uncommon;Dual Flask ;This flask can hold two different liquids. You can swap between them by flipping a small switch on the flask's side. 
Item;Tier 2 - Uncommon;Bag of Ficklesand ;You can convince this small bag of sand to be much heavier or lighter with a successful Presence Roll (10). Additionally, on a successful Finesse Roll (10), you can blow a bit of sand into a target's face to make them temporarily Vulnerable. 
Item;Tier 2 - Uncommon;Ring of Resistance ;Once per long rest, you can activate this ring after a successful attack against you to halve the damage. 
Item;Tier 2 - Uncommon;Phoenix Feather ;If you have at least one Phoenix Feather on you when you fall unconscious, you gain a +1 bonus to the roll you make to determine whether you gain a scar. 
Item;Tier 2 - Uncommon;Box of Many Goods ;Once per long rest, you can open this small box and roll a d12. On a result of 1�6, it's empty. On a result of 7�10, it contains one random common consumable. On a result of 11�12, it contains two random common consumables. 
Item;Tier 2 - Uncommon;Airblade Charm ;You can attach this charm to a weapon with a Melee range. Three times per rest, you can activate the charm and attack a target within Close range. 
Item;Tier 2 - Uncommon;Portal Seed ;You can plant this seed in the ground to grow a portal in that spot. The portal is ready to use in 24 hours. You can use this portal to travel to any other location where you planted a portal seed. A portal can be destroyed by dealing any amount of magic damage to it. 
Item;Tier 2 - Uncommon;Bag of Tricks;Once per short rest, you can try to pull something out of the bag without knowing what it will be.
Item;Tier 2 - Uncommon;Belt of Giant Strength;Once per Long Rest, you can mark a Stress or spend a Hope gain a +1 bonus to your Strength Roll
Item;Tier 2 - Uncommon;Boots of Elvenkind;Mark a Stress to gain an advantage on Agility Reaction Roll.
Item;Tier 2 - Uncommon;Boots of Striding and Springing;Ignore the Agility Roll to move up to Far Range during combat.
Item;Tier 2 - Uncommon;Boots of the Winterlands;A pair of boots that warm your entire body and protects your against the cold even without warm clothes.
Item;Tier 2 - Uncommon;Bracers of Archery;You gain a +1 to damages dealt with a bow.
Item;Tier 2 - Uncommon;Brooch of Shielding;Once per Long Rest, that Brooch will reduce the damage of the first attack against you by one threshold.
Item;Tier 2 - Uncommon;Broom of Flying;A broom that allows you to fly for one hour every day.
Item;Tier 2 - Uncommon;Cap of Water Breathing;This cap allows you to breathe normally underwater for one hour a day
Item;Tier 2 - Uncommon;Cloak of Elvenkind;This cloak gives you advantage to Finesse Roll to hide yourself.
Item;Tier 2 - Uncommon;Cloak of Protection;This cloak gives you advantage to Reaction Roll against magical attack targeting you or an area.
Item;Tier 2 - Uncommon;Cloak of the Manta Ray;When submerged in water, this cloak partially transform its wearer into a manta ray, allowing to breath underwater and swim more easily for an hour.
Item;Tier 2 - Uncommon;Clockwork Amulet;Once per Long Rest,on an action roll, if the result is lower than 13, you can change the higher dice to get an automatic 13 as a result (example: a 5 Hope and 7 Fear becomes a 5 Hope and 8 Fear).
Item;Tier 2 - Uncommon;Decanter of Endless Water;Whenever you put any liquid in that decanter, you will obtain perfectible drinkable water in about one minute.
Item;Tier 2 - Uncommon;Dragonhide Belt;Once per Long Rest, you can mark a Stress or spend a Hope gain a +2 to your Instinct roll.
Item;Tier 2 - Uncommon;Driftglobe;A globe of the planet that represent exactly the day and night cycle as if illuminated by an unknown source.
Item;Tier 2 - Uncommon;Emerald Pen;Allow you to write invisible message, only readable through Emerald Glasses or with a spell.
Item;Tier 2 - Uncommon;Eversmoking Bottle;A bottle that contains a smoke that seems to never run out. When opening the bottle, a thick cloud rapidly spreads and hinder visibility (complete cover at Close range, half cover at Far Range).
Item;Tier 2 - Uncommon;Eyes of the Eagle;Grant advantage on Instinct Rolls that rely on sight.
Item;Tier 2 - Uncommon;Fabulist Gem;Once per Long Rest, you can mark a Stress or spend a Hope gain a +2 to your Presence Roll.
Item;Tier 2 - Uncommon;Gauntlets of Ogre Power;Once per Long Rest, you can mark a Stress or spend a Hope gain a +2 to your Strength Roll.
Item;Tier 2 - Uncommon;Gem of Brightness;A small gem that glows in the dark, illuminating up to Close Range.
Item;Tier 2 - Uncommon;Gloves of Climbing;When wearing those Gloves, you can spend a 1 Hope to gain a +2 to your Roll to climb
Item;Tier 2 - Uncommon;Gloves of Thievery;When wearing those Gloves, you can spend 1 Hope to gain a +2 to your Roll to steal and pickpocket
Item;Tier 2 - Uncommon;Goggles of Night;Grant you clear vision in the dark up to Close range and partial vision up to Far range.
Item;Tier 2 - Uncommon;Hat of Disguise;Wearing that hat allows you to partially change your physical appearane. You gain advantage on Presence rolls.
Item;Tier 2 - Uncommon;Headband of Intellect;Once per Long Rest, you can mark a Stress or spend a Hope to gain a +2 to your Knowledge Rolls.
Item;Tier 2 - Uncommon;Lantern of Revealing;Once per rest, you can spend a Hope to reveal hidden messages and invisible objects by lighting up this lantern.
Item;Tier 2 - Uncommon;Nature's Mantle;Adversaries have disadvantage on Instinct rolls to perceive you in a low darkness.
Item;Tier 2 - Uncommon;Rhythm-Maker's Drum;A magic drum that will repeat a given pattern for 10min.
Item;Tier 2 - Uncommon;Ring of Jumping;This ring gives you advantages on Agility rolls to jump to Far Range.
Item;Tier 2 - Uncommon;Ring of Mind Shielding;This rings stops creatures from reading your thoughts.
Item;Tier 2 - Uncommon;Ring of Puzzler's Wit;This ring has 3 charges a day to gain advantage on Knowledge checks.
Item;Tier 2 - Uncommon;Ring of Swimming;Gives advantages to Agility rolls for swimming
Item;Tier 2 - Uncommon;Ring of Warmth;This ring radiates of warmth for the wearer, negating possible disadvantages from the cold
Item;Tier 2 - Uncommon;Ring of Water Walking;Allow to stand on and move across any liquid surface.
Item;Tier 2 - Uncommon;Saddle of the Cavalier;This saddle prevents you from falling off your horse against your will.
Item;Tier 2 - Uncommon;Hermit's Rune;Once per day, you can make an Instinct Roll (15) and try to get glimpse of the future. On a success and until your next long rest, whenever a bad outcome happens in front of you, you can spend 2 Hope to negate it.
Item;Tier 2 - Uncommon;Sending Stones;Coming in identical pair, you can use the Stone to send a small object to the other.
Item;Tier 2 - Uncommon;Spell Scroll;A scroll containing a Tier 2 Spell (requires a Spellcasting Trait)
Item;Tier 2 - Uncommon;Wind Fan;A massive fan that can raise strong winds
Item;Tier 2 - Uncommon;Winged Boots;A pair of boots with small wings that allow you to float and glide up to Close range
Primary Weapon;Tier 1 - Common;Broadsword; <i>Physical</i>,   <b>Trait</b>: Agility,   <b>Range</b>: Melee,   <b>Damage</b>: d8 phy , <b>Burden</b>: One-Handed <br>   <b>Reliable</b>: +1 to attack rolls.
Primary Weapon;Tier 1 - Common;Longsword; <i>Physical</i>,   <b>Trait</b>: Agility,   <b>Range</b>: Melee,   <b>Damage</b>: d10+3 phy , <b>Burden</b>: Two-Handed <br>  
Primary Weapon;Tier 1 - Common;Battleaxe; <i>Physical</i>,   <b>Trait</b>: Strength,   <b>Range</b>: Melee,   <b>Damage</b>: d10+3 phy , <b>Burden</b>: Two-Handed <br>  
Primary Weapon;Tier 1 - Common;Greatsword;" <i>Physical</i>,   <b>Trait</b>: Strength,   <b>Range</b>: Melee,   <b>Damage</b>: d10+3 phy , <b>Burden</b>: Two-Handed <br>  <b>Massive</b>: -1 to Evasion; on a successful attack, roll an additional damage die and discard the lowest result."
Primary Weapon;Tier 1 - Common;Mace; <i>Physical</i>,   <b>Trait</b>: Strength,   <b>Range</b>: Melee,   <b>Damage</b>: d8+1 phy , <b>Burden</b>: One-Handed <br>  
Primary Weapon;Tier 1 - Common;Warhammer; <i>Physical</i>,   <b>Trait</b>: Strength,   <b>Range</b>: Melee,   <b>Damage</b>: d12+3 phy , <b>Burden</b>: Two-Handed <br>  <b>Heavy</b>: -1 to Evasion.
Primary Weapon;Tier 1 - Common;Dagger; <i>Physical</i>,  <b>Trait</b>: Finesse,   <b>Range</b>: Melee,   <b>Damage</b>: d8+1 phy , <b>Burden</b>: One-Handed <br>  
Primary Weapon;Tier 1 - Common;Quarterstaff; <i>Physical</i>,  <b>Trait</b>: Instinct,   <b>Range</b>: Melee,   <b>Damage</b>: d10+3 phy , <b>Burden</b>: Two-Handed <br>  
Primary Weapon;Tier 1 - Common;Cutlass; <i>Physical</i>,  <b>Trait</b>: Presence,   <b>Range</b>: Melee,   <b>Damage</b>: d8+1 phy , <b>Burden</b>: One-Handed <br>  
Primary Weapon;Tier 1 - Common;Rapier; <i>Physical</i>,   <b>Trait</b>: Presence,   <b>Range</b>: Melee,   <b>Damage</b>: d8 phy , <b>Burden</b>: One-Handed <br>  <b>Quick</b>: When you make an attack, you can mark a Stress to target another creature within range.
Primary Weapon;Tier 1 - Common;Halberd; <i>Physical</i>,   <b>Trait</b>: Strength,   <b>Range</b>: Very Close,   <b>Damage</b>: d10+2 phy , <b>Burden</b>: Two-Handed <br>  <b>Cumbersome</b>: -1 to Finesse.
Primary Weapon;Tier 1 - Common;Spear; <i>Physical</i>,   <b>Trait</b>: Finesse,   <b>Range</b>: Very Close,   <b>Damage</b>: d8+3 phy , <b>Burden</b>: Two-Handed <br>  
Primary Weapon;Tier 1 - Common;Shortbow; <i>Physical</i>,   <b>Trait</b>: Agility,   <b>Range</b>: Far,   <b>Damage</b>: d6+3 phy , <b>Burden</b>: Two-Handed <br>  
Primary Weapon;Tier 1 - Common;Crossbow; <i>Physical</i>,   <b>Trait</b>: Finesse,   <b>Range</b>: Far,   <b>Damage</b>: d6+1 phy , <b>Burden</b>: One-Handed <br>  
Primary Weapon;Tier 1 - Common;Longbow; <i>Physical</i>,   <b>Trait</b>: Agility,   <b>Range</b>: Very Far,   <b>Damage</b>: d8+3 phy , <b>Burden</b>: Two-Handed <br>  <b>Cumbersome</b>: -1 to Finesse.
Primary Weapon;Tier 1 - Common;Arcane Gauntlets; <i>Magical</i>,   <b>Trait</b>: Strength,   <b>Range</b>: Melee,   <b>Damage</b>: d10+3 mag , <b>Burden</b>: Two-Handed <br>  
Primary Weapon;Tier 1 - Common;Hallowed Axe; <i>Magical</i>,   <b>Trait</b>: Strength,   <b>Range</b>: Melee,   <b>Damage</b>: d8+1 mag , <b>Burden</b>: One-Handed <br>  
Primary Weapon;Tier 1 - Common;Glowing Rings; <i>Magical</i>,   <b>Trait</b>: Agility,   <b>Range</b>: Very Close,   <b>Damage</b>: d10+2 mag , <b>Burden</b>: Two-Handed <br>  
Primary Weapon;Tier 1 - Common;Hand Runes; <i>Magical</i>,   <b>Trait</b>: Instinct,   <b>Range</b>: Very Close,   <b>Damage</b>: d10 mag , <b>Burden</b>: One-Handed <br>  
Primary Weapon;Tier 1 - Common;Returning Blade; <i>Magical</i>,   <b>Trait</b>: Finesse,   <b>Range</b>: Close,   <b>Damage</b>: d8 mag , <b>Burden</b>: One-Handed <br>  <b>Returning</b>: When this weapon is thrown within its range,it appears in your hand immediately after the attack.
Primary Weapon;Tier 1 - Common;Shortstaff; <i>Magical</i>,   <b>Trait</b>: Instinct,   <b>Range</b>: Close,   <b>Damage</b>: d8+1 mag , <b>Burden</b>: One-Handed <br>  
Primary Weapon;Tier 1 - Common;Dualstaff; <i>Magical</i>,   <b>Trait</b>: Instinct,   <b>Range</b>: Far,   <b>Damage</b>: d6+3 mag , <b>Burden</b>: Two-Handed <br>  
Primary Weapon;Tier 1 - Common;Scepter; <i>Magical</i>,   <b>Trait</b>: Presence,   <b>Range</b>: Far,   <b>Damage</b>: d8 mag , <b>Burden</b>: Two-Handed <br>  <b>Versatile</b>: This weapon can also be used with these statistics - Presence, Melee, d8.
Primary Weapon;Tier 1 - Common;Wand; <i>Magical</i>,   <b>Trait</b>: Knowledge,   <b>Range</b>: Far,   <b>Damage</b>: d6+1 mag , <b>Burden</b>: One-Handed <br>  
Primary Weapon;Tier 1 - Common;Greatstaff; <i>Magical</i>,   <b>Trait</b>: Knowledge,   <b>Range</b>: Very Far,   <b>Damage</b>: d6 mag , <b>Burden</b>: Two-Handed <br>  <b>Powerful</b>: On a successful attack, roll an additional damage die and discard the lowest result.
Secondary Weapon;Tier 1 - Common;Shortsword;  <b>Trait</b>: Agility,   <b>Range</b>: Melee,   <b>Damage</b>: d8 phy , <b>Burden</b>: One-Handed <br>  <b>Paired</b>:+2 to primary weapon damage to target within Melee range. 
Secondary Weapon;Tier 1 - Common;Round Shield;  <b>Trait</b>: Strength,   <b>Range</b>: Melee,   <b>Damage</b>: d4 phy , <b>Burden</b>: One-Handed <br>  <b>Protective</b>: +1 to Armor Score, 
Secondary Weapon;Tier 1 - Common;Tower Shield;"  <b>Trait</b>: Strength,   <b>Range</b>: Melee,   <b>Damage</b>: d6 phy , <b>Burden</b>: One-Handed <br>  <b>Barrier</b>: +2 to Armor Score; -1 to Evasion. "
Secondary Weapon;Tier 1 - Common;Small Dagger;  <b>Trait</b>: Finesse,   <b>Range</b>: Melee,   <b>Damage</b>: d8 phy , <b>Burden</b>: One-Handed <br>  <b>Paired</b>:+2 to primary weapon damage to target within Melee range. 
Secondary Weapon;Tier 1 - Common;Whip;  <b>Trait</b>: Presence,   <b>Range</b>: Very Close,   <b>Damage</b>: d6 phy , <b>Burden</b>: One-Handed <br>  <b>Startling</b>: Mark a Stress to cack the whip and force all adversaries within Melee range back to Close range. 
Secondary Weapon;Tier 1 - Common;Grappler;  <b>Trait</b>: Finesse,   <b>Range</b>: Close,   <b>Damage</b>: d6 phy , <b>Burden</b>: One-Handed <br>  <b>Hooked</b>: On a successful attack,  you can pull the target into Melee range.
Secondary Weapon;Tier 1 - Common;Hand Crossbow;  <b>Trait</b>: Finesse,   <b>Range</b>: Far,   <b>Damage</b>: d6+1 phy , <b>Burden</b>: One-Handed <br> 
Primary Weapon;Tier 4 - Legendary;Legendary Broadsword; <i>Physical</i>,   <b>Trait</b>: Agility,   <b>Range</b>: Melee,   <b>Damage</b>: d8+9 phy , <b>Burden</b>: One-Handed <br>   <b>Reliable</b>: +1 to attack rolls.
Primary Weapon;Tier 4 - Legendary;Legendary Longsword; <i>Physical</i>,   <b>Trait</b>: Agility,   <b>Range</b>: Melee,   <b>Damage</b>: d10+12 phy , <b>Burden</b>: Two-Handed <br>  
Primary Weapon;Tier 4 - Legendary;Legendary Battleaxe; <i>Physical</i>,   <b>Trait</b>: Strength,   <b>Range</b>: Melee,   <b>Damage</b>: d10+12 phy , <b>Burden</b>: Two-Handed <br>  
Primary Weapon;Tier 4 - Legendary;Legendary Greatsword;" <i>Physical</i>,   <b>Trait</b>: Strength,   <b>Range</b>: Melee,   <b>Damage</b>: d10+12 phy , <b>Burden</b>: Two-Handed <br>  <b>Massive</b>: -1 to Evasion; on a successful attack, roll an additional damage die and discard the lowest result. "
Primary Weapon;Tier 4 - Legendary;Legendary Mace; <i>Physical</i>,   <b>Trait</b>: Strength,   <b>Range</b>: Melee,   <b>Damage</b>: d8+10 phy , <b>Burden</b>: One-Handed <br>  
Primary Weapon;Tier 4 - Legendary;Legendary Warhammer; <i>Physical</i>,   <b>Trait</b>: Strength,   <b>Range</b>: Melee,   <b>Damage</b>: d12+12 phy , <b>Burden</b>: Two-Handed <br>  <b>Heavy</b>: -1 to Evasion.
Primary Weapon;Tier 4 - Legendary;Legendary Dagger; <i>Physical</i>,  <b>Trait</b>: Finesse,   <b>Range</b>: Melee,   <b>Damage</b>: d8+10 phy , <b>Burden</b>: One-Handed <br>  
Primary Weapon;Tier 4 - Legendary;Legendary Quarterstaff; <i>Physical</i>,  <b>Trait</b>: Instinct,   <b>Range</b>: Melee,   <b>Damage</b>: d10+12 phy , <b>Burden</b>: Two-Handed <br>  
Primary Weapon;Tier 4 - Legendary;Legendary Cutlass; <i>Physical</i>,  <b>Trait</b>: Presence,   <b>Range</b>: Melee,   <b>Damage</b>: d8+10 phy , <b>Burden</b>: One-Handed <br>  
Primary Weapon;Tier 4 - Legendary;Legendary Rapier; <i>Physical</i>,   <b>Trait</b>: Presence,   <b>Range</b>: Melee,   <b>Damage</b>: d8+9 phy , <b>Burden</b>: One-Handed <br>  <b>Quick</b>: When you make an attack, you can mark a Stress to target another creature within range.
Primary Weapon;Tier 4 - Legendary;Legendary Halberd; <i>Physical</i>,   <b>Trait</b>: Strength,   <b>Range</b>: Very Close,   <b>Damage</b>: d10+11 phy , <b>Burden</b>: Two-Handed <br>  <b>Cumbersome</b>: -1 to Finesse.
Primary Weapon;Tier 4 - Legendary;Legendary Spear; <i>Physical</i>,   <b>Trait</b>: Finesse,   <b>Range</b>: Very Close,   <b>Damage</b>: d8+12 phy , <b>Burden</b>: Two-Handed <br>  
Primary Weapon;Tier 4 - Legendary;Legendary Shortbow; <i>Physical</i>,   <b>Trait</b>: Agility,   <b>Range</b>: Far,   <b>Damage</b>: d6+12 phy , <b>Burden</b>: Two-Handed <br>  
Primary Weapon;Tier 4 - Legendary;Legendary Crossbow; <i>Physical</i>,   <b>Trait</b>: Finesse,   <b>Range</b>: Far,   <b>Damage</b>: d6+10 phy , <b>Burden</b>: One-Handed <br>  
Primary Weapon;Tier 4 - Legendary;Legendary Longbow; <i>Physical</i>,   <b>Trait</b>: Agility,   <b>Range</b>: Very Far,   <b>Damage</b>: d8+12 phy , <b>Burden</b>: Two-Handed <br>  <b>Cumbersome</b>: -1 to Finesse.
Primary Weapon;Tier 4 - Legendary;Dual-Ended Sword; <i>Physical</i>,   <b>Trait</b>: Agility,   <b>Range</b>: Melee,   <b>Damage</b>: d10+9 phy , <b>Burden</b>: Two-Handed <br>  <b>Quick</b>: When you make an attack, you can mark a Stress to target another creature within range.
Primary Weapon;Tier 4 - Legendary;Impact Gauntlet; <i>Physical</i>,   <b>Trait</b>: Strength,   <b>Range</b>: Melee,   <b>Damage</b>: d10+11 phy , <b>Burden</b>: One-Handed <br>  <b>Concussive</b>: On a successful attack, you can spend a Hope to knock the target back to Far range.
Primary Weapon;Tier 4 - Legendary;Sledge Axe;" <i>Physical</i>,   <b>Trait</b>: Strength,   <b>Range</b>: Melee,   <b>Damage</b>: d12+13 phy , <b>Burden</b>: Two-Handed <br>  <b>Destructive</b>: -1 to Agility; on a successful attack, all adversaries within Very Close range must mark a Stress"
Primary Weapon;Tier 4 - Legendary;Curved Dagger; <i>Physical</i>,   <b>Trait</b>: Finesse,   <b>Range</b>: Melee,   <b>Damage</b>: d8+9 phy , <b>Burden</b>: One-Handed <br>  <b>Serrated</b>: When you roll a 1 on a damage die, it deals 8 damage instead.
Primary Weapon;Tier 4 - Legendary;Extended Polearm; <i>Physical</i>,   <b>Trait</b>: Finesse,   <b>Range</b>: Very Close,   <b>Damage</b>: d8+10 phy , <b>Burden</b>: Two-Handed <br>  <b>Long</b>: This weapon's attack targets all adversaries in a line within range.
Primary Weapon;Tier 4 - Legendary;Swinging Ropeblade; <i>Physical</i>,   <b>Trait</b>: Presence,   <b>Range</b>: Close,   <b>Damage</b>: d8+9 phy , <b>Burden</b>: Two-Handed <br>  <b>Grappling</b>: On a successful attack, you can spend a Hope to Restrain the target or pull them into Melee range with you.
Primary Weapon;Tier 4 - Legendary;Ricochet Axes; <i>Physical</i>,   <b>Trait</b>: Agility,   <b>Range</b>: Far,   <b>Damage</b>: d6+11 phy , <b>Burden</b>: Two-Handed <br>  <b>Bouncing</b>: Mark 1 or more Stress to hit that many targets in range of the attack.
